id	question
329	What is the current status of the investigation into the contamination of Patak's Foods Limited—Rogan Josh Simmer Sauce?
330	What is the specified risk material (SRM) that was found in the recalled beef products?
330	Is it true that only cow heads were recalled, or were other beef products also affected?
330	Can you provide more information about the firm that issued the recall on April 4, 2008?
330	How does this recall relate to food safety regulations regarding SRM in meat and dairy products?
330	Are there any updates on whether the recalled beef products have been safely disposed of or re-labeled?
331	What were the specific Kroger stores affected by this recall?
331	Are eggs and egg products a common allergen hazard in ice cream products?
331	Can you provide more information about the private selection brand of ice cream that was recalled?
331	How did the manufacturer become aware of the potential hazard in their product?
331	Were there any reported cases of allergic reactions or illnesses related to this recall?
332	What is the nature of the metal fragment found in the Home Brand Mini Spring Rolls?
332	Are there any similar incidents reported for Woolworths Limited products within the last year?
332	How many packs of the affected product were recalled by the manufacturer?
332	Can I get a list of all products that have been recalled due to foreign bodies in the past 6 months?
332	What is the current status of the investigation into this incident, and are there any updates on when the results will be released?
333	What is the nature of the metal fragment found in the Darshan Savoury Rolls?
333	Was the incident related to a specific batch or production run of the product?
333	Has there been any recall or withdrawal of the affected product from the market?
333	Are there any similar incidents reported involving Australian International Foods Pty Ltd or their products?
333	What is the recommended course of action for consumers who may have purchased and consumed the affected product?
334	What is the nature of the glass fragment found in the Woolworths Limited BBQ Chickens Extra Large product?
334	Was the glass fragment visible or was it embedded within the product?
334	Has there been any recall issued by Woolworths Limited for this specific product batch?
334	Are customers who have purchased and consumed this product at risk of injury from the glass fragment?
334	What steps can I take as a consumer to identify potential hazards in other ready-to-eat products?
335	What is the nature of the chemical hazard found in Woolworths Limited's lamb products?
335	Are there any similar incidents involving lamb or other meat products that have been reported recently?
335	Has Woolworths Limited issued any recalls or statements regarding this incident, and if so, what were they?
335	Can I see a list of specific lamb products from Woolworths Limited that are affected by this chemical hazard?
335	What steps can consumers take to minimize their risk of exposure to this chemical hazard in lamb products?
336	What is the nature of the 'other not classified chemical hazards' found in the Supa IGA Large BBQ Chickens?
336	Is it possible that consumers who ate the affected product may have ingested this chemical hazard without knowing it?
336	Can you provide more information about the prepared dishes and snacks category, specifically regarding chemical hazards like this one?
336	What steps can be taken to prevent similar incidents involving 'other not classified chemical hazards' in ready-to-eat cook meals?
336	Are there any regulatory guidelines or standards that Supa IGA should follow to ensure their products are safe from such chemical hazards?
337	What is the nature of the labelling/misdescription hazard found at Tony's Meats?
337	How does the mislabelling of the Greek BBQ Butterfly Lamb Leg product affect consumer safety?
337	Can you provide more information about the specific ingredients or allergens that were incorrectly labelled on the affected products?
337	Were any other products from Tony's Meats recalled or affected by this incident, aside from the Pork Loin Cherry and Walnut, Pork Loin Apricot and Macadamia & Greek BBQ Butterfly Lamb Leg?
337	What actions has the relevant regulatory authority taken in response to this labelling/misdescription hazard at Tony's Meats?
338	What is specified risk material (SRM) and how does it relate to beef products?
338	Is SRM a type of allergen or a chemical contaminant?
338	Can you provide more information about the recall notice issued by the Texas Firm on June 26, 2008?
338	How can I verify if the recalled cattle heads were distributed to my area or region?
338	What are the potential health risks associated with consuming beef products contaminated with SRM?
339	What is the specific product within the 'Home Brand—Sultanas Milk Chocolate' that contains peanuts?
339	Is there a risk of cross-contamination with peanuts in other products from this manufacturer?
339	How does the presence of peanuts in milk chocolates affect consumers with peanut allergies?
339	Are there any regulatory requirements or guidelines for labeling products containing peanuts?
339	What steps can I take to prevent exposure to peanuts in milk chocolate products?
340	What is BT63 genetically modified rice and how does it differ from non-GM rice?
340	Can you provide more information about the recall process initiated by Day In Import & Export Co Ltd?
340	How might the presence of unauthorised GM rice in Guilin Rice Flour Noodles affect consumer health?
340	Are there any similar incidents involving genetically modified ingredients in food products?
340	What steps can consumers take to identify and avoid consuming products containing unauthorised GM ingredients?
341	What is the specific type of gluten-containing cereal that was found in the Whisk and Pin—Gluten Free Muesli product?
341	Is it possible for consumers with celiac disease or non-celiac gluten sensitivity to consume this muesli without experiencing adverse reactions?
341	Can you provide more information about the manufacturing process of the Whisk and Pin—Gluten Free Muesli, as it may be relevant to understanding how gluten contamination occurred?
341	How does the presence of gluten in a product labeled 'gluten-free' affect consumer trust in food manufacturers and regulatory agencies?
341	Are there any similar incidents or recalls involving gluten-containing cereals or mueslis that have been reported in recent years?
342	What is the specific risk material (SRM) found in the recalled beef products?
342	Is there any information available about the cattle heads that were part of the recall?
342	How many pounds or units of beef products were affected by this recall?
342	Are there any similar recalls related to SRM in beef products from Texas firms around the same time period?
342	What are the potential health risks associated with consuming beef contaminated with SRM?
343	What is the specific reason for the withdrawal of cooked bacon used in three own-brand chicken and bacon sandwich fillers?
343	Is there a risk assessment available for the thermal processed pork meat that was contaminated with salmonella?
343	Can you provide more information about the possible contamination route for the cooked bacon used in these sandwich fillers?
343	Are there any similar incidents of salmonella contamination reported in the past involving Dawn Farm Foods Ltd or their products?
343	What is the current status of the investigation into this incident and are there any updates on product recalls?
344	What is the nature of the allergen hazard found in Weight Watchers Australia—Rich Toffee Bars?
344	Are eggs and egg products a common ingredient in confectionery products like toffee?
344	Can you provide more information about the specific product, Rich Toffee Bars, that was affected by this incident?
344	How does the presence of eggs and egg products in Weight Watchers Australia—Rich Toffee Bars impact consumers with egg allergies?
344	Are there any similar incidents or recalls related to confectionery products containing eggs and egg products?
345	What is the nature of the allergenic hazard in these yoghurt sultanas tubs?
345	Are peanuts and peanut products commonly used as ingredients in yoghurt products like this one?
345	How might consumers be exposed to peanuts through this product, given its packaging and storage practices?
345	Have there been any previous incidents or recalls related to allergens in similar yoghurt products?
345	What steps can I take as a consumer to minimize my risk of exposure to peanuts when purchasing yoghurt sultanas tubs?
346	What is the estimated quantity of minced beef affected by this incident?
346	Was the plastic fragment found in a single product or multiple products from the same batch?
346	Has Woolworths recalled any other meat products that may have been contaminated with foreign bodies?
346	Can you provide more information about the type and size of the plastic fragment found in the minced beef?
346	What is the current status of the investigation into this incident, and are there any updates on corrective actions taken by Woolworths?
347	What is the nature of the metal fragment found in the McCain Stir Fry Vegetables Pasta Alfredo?
347	Was the product recalled due to this incident?
347	Can you provide more information about the foreign body hazard category and how it relates to this specific product?
347	Is there a risk assessment available for consumers who may have consumed this product?
347	What steps can I take as a consumer to identify potential metal fragments in similar products?
348	What is the nature of the chemical hazard reported for Kaisi Australia Pty Ltd—Kirin Milk Tea?
348	Is there any information available about the potential health risks associated with consuming tea contaminated with this chemical?
348	Can you provide details on the product category (cocoa and cocoa preparations, coffee and tea) and how it relates to the hazard?
348	What steps has Kaisi Australia Pty Ltd taken or is taking in response to this incident?
348	Are there any similar incidents of chemical hazards reported for other products within the same product category?
349	What is the nature of the undeclared milk protein in the Kroger Value Semi Sweet Chocolate Chips?
349	Was the recall initiated by Barry Callebaut USA LLC or was it mandated by regulatory authorities?
349	Can you provide more information about the product category 'cocoa and cocoa preparations, coffee and tea'?
349	How does this incident relate to other food safety issues involving milk allergens in chocolate products?
349	Are there any updates on the status of the recall or subsequent actions taken by Barry Callebaut USA LLC?
350	What is the current status of the recall for Bella Fantasia Hazelnut Gelato and Bacio Romantico Gelato?
350	Are there any reported cases of illness associated with consuming this product?
350	Can you provide more information about the Listeria monocytogenes contamination found in the ice cream?
350	Has the manufacturer taken steps to sanitize their production facilities and equipment?
350	What is the recommended safe handling and storage procedure for consumers who may have purchased this product?
351	What is the nature of the allergen hazard identified in Malouf's Spice Mezza?
351	Is it possible to identify which specific spice mix within Country Cuisine Pty Ltd's product range contains nuts?
351	Can you provide more information about the regulatory requirements for labelling allergens in herbs and spices products?
351	How does this incident affect the overall risk assessment of Country Cuisine Pty Ltd's product portfolio?
351	Are there any similar incidents involving nut allergens in spice mixes reported by other companies?
352	What is the estimated volume of Angostura Lemon Lime and Bitters & Angostura Lemon Lime and Bitters light products that may have been contaminated with glass fragments?
352	Has there been any recall or product withdrawal initiated by the manufacturer, Island2island Beverage Comp. Pty Ltd, due to this incident?
352	Can you provide more information about the type of glass fragment found in the product? Was it a sharp or blunt edge?
352	Are there any similar incidents involving glass fragments in other products from Island2island Beverage Comp. Pty Ltd that I should be aware of?
352	What are the recommended steps for consumers who may have purchased and consumed Angostura Lemon Lime and Bitters & Angostura Lemon Lime and Bitters light products during this time period?
353	What type of foreign body was found in the Cadbury Boost Totally Nuts bar?
353	Is it possible that the plastic fragment was introduced during the packaging process?
353	Has there been a recall issued for this specific product or brand due to similar incidents?
353	Can you provide more information about the size and shape of the plastic fragment found in the product?
353	Are there any guidelines or regulations in place to prevent such foreign bodies from entering food products?
354	What is the specific type of dioxins that were found in the fresh pork products?
354	Are there any other meat, egg and dairy products from this firm that have been recalled due to chemical hazards?
354	How does the presence of dioxins affect the safety of consuming fresh pork products?
354	Has the FDA or USDA taken any action against this NY firm for the recall of their fresh pork products?
354	What steps can consumers take to minimize exposure to dioxins in their diet?
355	What is the specific type of fresh pork products recalled by FL Firm?
355	How does the presence of dioxins affect human health?
355	Are there any similar recalls involving meat, egg and dairy products in the past?
355	Can you provide more information about the recall process initiated by FL Firm?
355	Is it possible to get a list of all fresh pork products recalled due to dioxin contamination?
356	What is the current status of the recall for fresh pork products contaminated with dioxins?
356	Are there any similar recalls involving meat, egg and dairy products that I should be aware of?
356	Can you provide more information about the source of the dioxin contamination in the recalled fresh pork products?
356	How can consumers identify whether they have purchased or consumed the recalled fresh pork products?
356	Is there a risk assessment available for this incident that I can access?
357	What is the nature of the foreign matter suspected in the bottled mineral water?
357	Has there been any recall issued for this specific product or batch?
357	Are there any similar incidents reported with other products from the same manufacturer?
357	How does this incident affect the overall safety rating of non-alcoholic beverages in our database?
357	Can we get a list of all food-incident records related to foreign bodies in bottled drinks?
358	What is the estimated quantity of lamb products affected by this incident?
358	Has Woolworths Limited issued a public recall notice for these products yet?
358	Can you provide more information about the type of plastic fragment found in the lamb product?
358	Are there any similar incidents involving foreign bodies in meat, egg and dairy products reported recently?
358	What is the status of the investigation into this incident?
359	What was the specific product affected by the recall?
359	Was this incident related to a manufacturing facility or a distribution issue?
359	Can you provide more information about the Salmonella strain involved in this outbreak?
359	Were there any reported cases of illness or death associated with this incident?
359	Is it possible to view a list of all products recalled by the Peanut Corporation of America in 2009?
360	What was the specific reason for the recall of Kroger's ice cream products?
360	Are there any other types of frozen desserts that were recalled due to salmonella contamination?
360	How many people were affected by consuming the contaminated ice cream products?
360	Were the ice cream products distributed in a specific geographic region or nationwide?
360	What steps can consumers take to avoid similar food hazards in the future?
361	What is the nature of the biological hazard involved in this recall (salmonella)?
361	Is there a risk of contamination for other ice cream products from the same manufacturer?
361	How does this recall affect consumers who have already consumed the recalled ice cream product?
361	Are there any specific symptoms or health effects associated with salmonella poisoning that I should be aware of?
361	What are the next steps for consumers to take if they suspect their ice cream has been contaminated?
362	What is the specific reason for the recall of Blue Stilton and Shropshire Blue Cheese products?
362	Are there any reported cases of illness or death associated with consuming these cheese products?
362	Can I still consume these cheese products if they are past their expiration date but have been stored properly?
362	How can I identify which specific batches of Blue Stilton and Shropshire Blue Cheese are being recalled?
362	What steps should consumers take to minimize the risk of Listeria monocytogenes contamination when handling cheese products?
363	What was the specific reason for the recall of peanut products by Peanut Corporation of America in 2009?
363	Are there any other types of nuts or nut products that were affected by this salmonella outbreak?
363	Can you provide more information about the scope of the recall, including which states were impacted?
363	Were there any reported cases of illness or death related to this peanut product contamination?
363	Is it still safe for consumers to purchase and consume peanuts from Peanut Corporation of America?
364	What is the nature of the possible health risk associated with these ice cream novelty products?
364	Is salmonella a common hazard in ice cream products, or was this an isolated incident?
364	Were any specific lots or batches of ice cream recalled as part of this voluntary recall?
364	Can you provide more information about Fieldbrook Foods Corp. and their food safety practices?
364	Are there any similar recalls or incidents involving salmonella contamination in ice cream products?
365	What is the specific product that was recalled by House of Flavors in 2009?
365	Is it confirmed that the recall was due to Salmonella contamination?
365	Were there any reported cases of illness related to consuming this ice cream?
365	Can I still purchase ice cream from House of Flavors if they issued a voluntary recall in 2009?
365	What is the current status of the product category 'ices and desserts' regarding biological hazards like Salmonella?
366	What was the specific product affected by the salmonella contamination?
366	Was there a recall issued for the contaminated ice cream products?
366	How many people were reported to have gotten sick from consuming the contaminated ice cream?
366	Were any other Velvet Ice Cream products besides the pulling cone ice cream implicated in this incident?
366	What was the source of the salmonella contamination identified by investigators?
367	What is the specific ice cream product that was recalled due to salmonella contamination?
367	Was the recall issued by HP Hood LLC for all types of ice cream products or only certain flavors?
367	Can you provide more information about the biological hazard (salmonella) detected in the ice cream products?
367	Were any other food products besides ice cream affected by this recall incident?
367	What was the date range during which the recalled ice cream products were sold to consumers?
368	What is the specific product name that was recalled by Perry's Ice Cream Company?
368	Is it confirmed that the recall was initiated due to a salmonella contamination?
368	Were any other types of ice cream products affected by this recall besides peanut butter ice cream?
368	Can I assume that all ice cream products from Perry's Ice Cream Company are safe for consumption now?
368	What is the current status of the recall - has it been completed or is it still ongoing?
369	What is the specific ingredient in Heinz Dijon Mustard Sauce with Orange that contains eggs?
369	Is it possible for consumers who are allergic to eggs to consume this product without experiencing an adverse reaction?
369	How does the presence of egg products in a mustard sauce affect its shelf life and storage requirements?
369	Can you provide information on any recalls or warnings issued by regulatory agencies regarding Heinz Dijon Mustard Sauce with Orange due to the egg hazard?
369	Are there any similar food products within the soups, broths, sauces, and condiments category that also contain eggs as a hazard?
370	What was the specific reason for the recall of peanuts from Safeway stores with nut kiosks?
370	Were any other types of nuts or products contaminated with Salmonella during this incident?
370	How many stores were affected by the recall, and what was the geographic scope of the impacted area?
370	Did the recall involve only peanut products sold directly at the nut kiosks, or also those purchased from the main store shelves?
370	Were there any reported cases of foodborne illness associated with this Salmonella contamination?
371	What is the specific product that was recalled by Pierre's Ice Cream Company?
371	Is it true that the recall was initiated due to an expanded peanut recall by Peanut Corporation of America (PCA)?
371	Can you confirm if Salmonella is indeed the hazard associated with this incident?
371	Does this recall affect only sundae-cone style products or other types of ice cream as well?
371	Was Pierre's Ice Cream Company forced to issue a recall, or did they do so voluntarily?
372	What is the specific ice cream product that was recalled due to possible salmonella contamination?
372	Is it confirmed that the recall was indeed voluntary or were there regulatory actions involved?
372	How many cases of salmonella illness have been reported in relation to this incident?
372	Were any other food products from Super Store Industries also affected by this recall?
372	What are the recommended steps for consumers who may have purchased and consumed the recalled ice cream product?
373	What was the specific reason for recalling multiple brands of tin roof sundae ice cream?
373	How many brands of ice cream were affected by this recall?
373	Was the peanut corporation of america recall related to a contamination issue with peanuts or another ingredient?
373	Are there any similar recalls involving ice cream products that I should be aware of?
373	What steps can consumers take to minimize their risk of consuming contaminated ice cream?
374	What is the specific type of ice cream novelty that was recalled?
374	Is there a confirmed case of salmonella illness linked to this recall?
374	Can you provide more information about the possible health risk associated with this recall?
374	Were any other food products or companies affected by this recall?
374	Has the company, Ice Cream Specialties, taken steps to prevent similar recalls in the future?
375	What is the specific type of ice cream product that was recalled due to the expanded peanut recall?
375	Is there a known link between peanuts and salmonella contamination in ice cream products?
375	Were any other dairy or ice cream products from Umpqua Dairy affected by this recall?
375	Can you provide more information on the Peanut Corporation of America (PCA) and their role in this recall?
375	Are there any recommendations for consumers who may have consumed Umpqua Dairy's Tin Roof Sundae Ice Cream product?
376	What is the specific type of ice cream that was recalled due to possible salmonella contamination?
376	Is there any information available about the source of the salmonella contamination in the ice cream?
376	Were any other products from House of Flavors affected by this recall?
376	Can I get a list of states or countries where the recalled ice cream was distributed?
376	Are there any updates on whether anyone has been reported to have gotten sick from consuming the contaminated ice cream?
377	What was the specific product affected by this recall (i.e. what type of ice cream)?
377	Was the recall related to a contamination issue at the manufacturing facility or a supplier?
377	Are there any similar recalls involving salmonella and ice cream products in the same time period?
377	Did the recall involve other products besides Nutty Sundae Cones, such as other flavors of ice cream?
377	What was the outcome of the investigation into the source of the salmonella contamination?
378	What is the nature of the biological hazard involved in this recall (salmonella)?
378	Is ice cream a high-risk product for salmonella contamination?
378	Can you provide more information about the Ice Cream Nut Roll product that was recalled?
378	How does this incident relate to other food recalls involving ices and desserts?
378	What are the potential health risks associated with consuming contaminated ice cream?
379	What was the specific reason for the recall of Prairie Farms Dairy's ice cream products?
379	Are there any reported cases of salmonella infections associated with consuming this product?
379	Can you provide more information about the voluntary nationwide recall and how it was implemented?
379	How long ago did the recall occur, and has the affected product been reintroduced to the market?
379	What steps can consumers take to protect themselves from potential salmonella contamination when purchasing ice cream products?
380	What is the specific ice cream flavor that was recalled due to salmonella contamination?
380	Is there any information available about the production dates or batch numbers of the affected ice cream products?
380	Were any other Braum's Ice Cream and Dairy Stores products besides premium ice cream flavors also recalled?
380	How did the salmonella contamination occur in the ice cream products, according to the recall announcement?
380	Are there any recommendations for consumers who may have consumed the recalled ice cream flavor?
381	What is the specific reason for the recall of Candy Blast 10oz cups by Wonder Ice Cream Company in 2009?
381	Is it true that the recalled product was ice cream and not another type of dessert?
381	Can you confirm if Salmonella was indeed the hazard found in the recalled product?
381	How many ounces is a typical cup of ice cream, and does this size match the recalled Candy Blast cups?
381	Are there any updates on whether the recall was successful in preventing further cases of salmonellosis?
382	What is the specific product that was recalled due to possible salmonella contamination?
382	Is it true that ice cream was involved in a recall related to biological hazards?
382	Can you provide more information about the Turner Holdings company and their role in this recall?
