id	question
1039	Can you provide more information about the foreign body hazard category and how it relates to ready-to-eat cook meals like this one?
1039	Are there any similar incidents reported involving metal fragments in other baby food products from Woolworths Ltd?
1039	What steps can consumers take to identify and report potential hazards in their own food products?
1040	What is the reason for the withdrawal of Blackfriars Flapjacks from the market?
1040	Are there any other products from Blackfriars that contain milk and have been recalled?
1040	Can I get a list of all cereal bars that have been withdrawn due to allergen contamination?
1040	How can consumers who may have purchased Blackfriars Flapjacks be notified about this recall?
1040	Is the withdrawal of Blackfriars Flapjacks related to any other recent food safety incidents involving milk products?
1041	What is the specific reason for the misbranding of the chicken Pad Thai product?
1041	Are there any other products from the same firm that have been recalled due to similar issues?
1041	How does this recall affect consumers with allergies to certain ingredients?
1041	Can you provide more information about the undeclared allergen in the recalled product?
1041	What steps is the regulatory agency taking to prevent such incidents in the future?
1042	What is the specific reason for the misbranding of the thermal processed pork meat product?
1042	Is it possible that consumers with soybean allergies may have unknowingly consumed this product?
1042	Can you provide more information about the products that contain soybeans and are therefore affected by this recall?
1042	How will the firm be addressing the issue of undeclared allergens in their future products?
1042	Are there any other food products from this firm that I should be aware of, given this incident?
1043	What is the specific type of plastic fragment that was found in the cooked ham?
1043	Is there a risk assessment available for consumers who may have consumed the recalled deli ham product?
1043	Can you provide more information about the Pennsylvania Firm that issued the recall?
1043	How will the affected products be removed from store shelves and distribution channels?
1043	Are there any similar recalls or incidents involving cooked ham products in recent years?
1044	What is the exact nature of the labelling/misdescription issue with Schweppes Lemon Lime and Bitters?
1044	Has there been any recall or product removal due to this fraud incident?
1044	Are there any similar incidents involving other soft drinks or non-alcoholic beverages in the same company's portfolio?
1044	How does this incident affect the overall reputation of the company that produces Schweppes?
1044	What steps has the regulatory authority taken to investigate and address this labelling/misdescription issue?
1045	What is the specific product within the Macro Natural Five Grain Porridge that contains sesame seeds?
1045	Is there a risk of cross-contamination with other products in the Woolworths Limited warehouse or distribution center?
1045	Have any recalls been issued for this specific product due to the presence of sesame seeds?
1045	Can you provide more information on the quantity of Macro Natural Five Grain Porridge that was affected by the sesame seed contamination?
1045	Are there any similar food products from other manufacturers that also contain sesame seeds and should be considered high-risk?
1046	What is the nature of the glass fragment found in the Pure Pie Free Range Braised Beef, Red Wine and Rosemary Pie?
1046	Was the glass fragment a result of contamination during production or packaging?
1046	Has there been any previous incidents of foreign bodies in this product category (meat, egg and dairy products)?
1046	What is the current status of the recall process for this specific product?
1046	Are there any recommendations for consumers who may have purchased and consumed this product?
1047	What specific steps did the firm take to address the non-compliance with their HACCP plan?
1047	Were any of the recalled chicken products distributed to schools or other high-risk institutions?
1047	Can you provide more information on how the firm's failure to fully implement a ready-to-eat HACCP plan posed a risk to consumer health?
1047	Did the firm take disciplinary action against employees responsible for the non-compliance with their HACCP plan?
1047	What measures has the firm taken since the recall to ensure that they are now in compliance with all relevant food safety regulations?
1048	What is the specific reason for recalling Kawartha Dairy brand Chocolate Ice Cream?
1048	Are there any other products from Kawartha Dairy that may contain undeclared peanuts?
1048	How can consumers who have purchased this ice cream product identify it and take action to avoid exposure?
1048	Is there a risk of cross-contamination with other food products in the same production facility?
1048	What is the process for reporting adverse reactions or allergic responses related to this recalled product?
1049	What is the specific reason for the recall of Ragu White Lasagne Sauce due to processing hazards?
1049	Are there any similar recalls or incidents involving other products from the same manufacturer?
1049	How does this recall affect consumers who have already purchased and consumed the affected product?
1049	Can you provide more information about the investigation into the processing hazard that led to the recall?
1049	What steps is the manufacturer taking to prevent similar incidents in the future?
1050	What is the specific date code of the Ragu White Lasagne Sauce that was recalled?
1050	Is there a risk of contamination or spoilage associated with the processing hazard in this incident?
1050	Can you provide more information about Symington's Ltd and their food safety practices?
1050	How does this recall affect consumers who have already purchased the affected product?
1050	Are there any similar recalls or incidents involving Ragu White Lasagne Sauce in the past?
1051	What is the current status of the recall for Village Paneer and Indya Paneer Cheese products?
1051	Are there any reported cases of illness associated with consuming these cheese products?
1051	Can you provide more information about the Listeria monocytogenes contamination found in Omar Cheese Pty Ltd's products?
1051	Have there been any previous incidents or recalls related to this company or product category?
1051	What are the recommended safe handling and storage procedures for Village Paneer and Indya Paneer Cheese products?
1052	What is the specific product line recalled by the California firm?
1052	Are there any reported cases of salmonella poisoning linked to these chicken products?
1052	Can I still consume chicken meat products from other manufacturers without risk?
1052	How can I identify if a chicken product has been contaminated with Salmonella Heidelberg?
1052	What are the recommended safe handling and storage practices for chicken meat products to prevent contamination?
1053	What is the specific product name that was recalled by VBites Foods?
1053	Are there any other products from VBites Foods that contain milk and its products as allergens?
1053	Can I get a list of all desserts and ices recalled due to allergen hazards?
1053	Is this recall related to any previous recalls by VBites Foods for similar reasons?
1053	What is the recommended course of action for consumers who may have purchased 'Wot, No Dairy?' desserts?
1054	What is the specific product that was recalled by the North Carolina firm?
1054	Why were milk and products thereof undeclared as allergens in the chicken preparations?
1054	Are there any other types of meat or egg products that may be affected by this recall?
1054	Can I get a list of all the firms that have issued recalls for grilled chicken products in the past year?
1054	What are the potential health risks associated with consuming milk and products thereof as an allergen in chicken preparations?
1055	What is the specific product name that was recalled by VBites Foods?
1055	Are there any other products from VBites Foods that contain milk and its products as a hazard?
1055	Can I get more information about the recall update mentioned in the title?
1055	Is this recall related to any previous incidents involving VBites Foods or similar products?
1055	What are the potential health risks associated with consuming desserts containing milk and its products?
1056	What is the specific reason for the recall of smoked sausage products by the Wisconsin firm?
1056	Are there any other allergens besides soybeans that were undeclared in these recalled products?
1056	Can you provide more information about the misbranding issue related to these smoked sausage products?
1056	How many people are estimated to have consumed the recalled smoked sausage products before the recall was issued?
1056	What steps can consumers take to protect themselves from consuming similar contaminated products in the future?
1057	What is the specific product name and batch numbers of the recalled sandwiches?
1057	Is there any information available about the potential sources of Listeria monocytogenes contamination in the production process?
1057	Can I get a list of all the states or countries where these recalled sandwiches were distributed?
1057	Are there any similar recalls related to this company or product category in the past 5 years?
1057	What are the recommended steps for consumers who may have purchased and consumed these recalled sandwiches?
1058	What is the reason for withdrawing the Thai Chicken Panang product from the market?
1058	Are there any other products that contain peanuts and have been recalled recently?
1058	Can you provide more information about the allergens present in this chicken preparation?
1058	Has the manufacturer taken any steps to prevent similar incidents in the future?
1058	What is the current status of the product recall - has it been completed or are there still affected products on the market?
1059	What is the nature of the plastic fragment found in Young's Chip Shop Extra Large Fish Cakes?
1059	Are there any similar incidents reported involving fish products from Young's Chip Shop?
1059	Has the manufacturer taken steps to ensure that their production process prevents foreign bodies like plastic fragments?
1059	Can I get a list of all the affected product batches and their corresponding batch numbers?
1059	What is the current status of the recall - has it been completed, or are there still products on store shelves?
1060	What is the current status of the recall for these sandwiches?
1060	Are there any specific ingredients or components within the sandwiches that were contaminated with Listeria monocytogenes?
1060	Has the affected Texas firm been able to identify the root cause of the contamination?
1060	Have any other products from this firm been recalled due to similar contamination issues?
1060	What are the recommended safe handling and storage procedures for consumers who may have purchased these sandwiches?
1061	What is the specific reason for the recall of raw boneless turkey breasts by the Massachusetts firm?
1061	Are there any other products that may contain undeclared milk and its products that I should be aware of?
1061	Can you provide more information about the misbranding issue related to this recall?
1061	How can consumers who have purchased these recalled turkey breasts identify them and take action?
1061	Is there a risk assessment or analysis available for this incident that I can review?
1062	What is the estimated weight of chocolate bars that may have been contaminated with plastic fragments?
1062	Can you provide more information about the type of plastic fragment found in the Marvellous Creations Jelly Popping Candy Beanies chocolate bar?
1062	Has there been a recall issued for this product due to the presence of foreign bodies?
1062	What is the recommended course of action for consumers who may have purchased and consumed this contaminated product?
1062	Are there any similar incidents involving plastic fragments in other food products within the same category (cocoa and cocoa preparations, coffee and tea)?
1063	What is the estimated number of Cadbury Marvellous Creations Jelly Popping Candy Beanies that may have been contaminated with plastic fragments?
1063	Can you provide more information about the type of plastic fragment found in the candies?
1063	Has Mondelez Australia issued a recall for the affected product batch?
1063	Are there any similar incidents reported involving Cadbury Marvellous Creations Jelly Popping Candy Beanies or other products from Mondelez Australia?
1063	What is the current status of the investigation into this incident, and are there any updates on corrective actions taken by the company?
1064	What is the specific reason for the misbranding of the smoked sausage product?
1064	Are there any other products from the same manufacturer that may contain undeclared soybeans?
1064	How can consumers identify if they have purchased or consumed the recalled smoked sausage product?
1064	Is it possible to get a list of all meat, egg and dairy products recalled by this firm in the past year?
1064	What are the potential health risks associated with consuming the smoked sausage product containing undeclared soybeans?
1065	What is the nature of the biological hazard (bacillus spp.) found in the Weight Watchers West Country Thick Cream Reduced Fat product?
1065	Is there a risk of cross-contamination with other dairy products due to the recall of this specific product?
1065	Can you provide more information about the Dairy Crest company and their handling procedures for recalled products?
1065	How does this recall affect consumers who have already consumed the Weight Watchers West Country Thick Cream Reduced Fat product?
1065	Are there any similar recalls or incidents involving dairy products from other manufacturers that I should be aware of?
1066	What is the exact nature of the foreign matter contamination in the recalled chicken nugget product?
1066	Is there any information available about the potential source of the plastic fragment contaminant?
1066	Has the affected product been distributed to schools or other high-risk settings where children are likely consumers?
1066	Can you provide more details on the recall process, including the steps taken by the firm and regulatory agencies?
1066	Are there any similar incidents involving chicken-based products that have occurred in the past year?
1067	What is the reason for the recall of Mars Chocolate Drinks?
1067	Is there a risk to consumers who have already consumed the affected product?
1067	Can you provide more information about the Bacillus spp. hazard that was detected?
1067	Has any investigation been conducted to determine how the contamination occurred?
1067	Are there any similar recalls or incidents involving milk drinks in recent history?
1068	What is the specific date range for which these products were recalled?
1068	Are there any other brands or types of chocolate drinks that may be affected by this recall?
1068	Can you confirm if the elevated levels of Bacillus species are a result of contamination during manufacturing or elsewhere in the supply chain?
1068	How will consumers know whether their specific product is part of the recall, given the use of date codes and 'fridge packs' packaging?
1068	Are there any reported cases of illness or adverse health effects associated with consuming these contaminated products?
1069	What is the current status of the recall for Kalleske Meats—Garlic Metwurst?
1069	Are there any reported cases of illness associated with consumption of garlic sausage contaminated with Escherichia coli?
1069	Can you provide information on the production date range and batch numbers affected by this incident?
1069	What are the recommended safe handling and cooking procedures for garlic sausage to minimize the risk of E. coli contamination?
1069	Are there any similar incidents involving meat, egg and dairy products that have occurred in the past year?
1070	What specific procedures were Inverawe Smokehouses found to be lacking in controlling Clostridium botulinum?
1070	How many batches of vacuum packed smoked trout are affected by this recall?
1070	Is there a risk of contamination with other types of seafood products from the same manufacturer?
1070	Can you provide more information on the symptoms and treatment of botulism, which is caused by Clostridium botulinum?
1070	Are there any similar recalls or incidents involving Inverawe Smokehouses in the past?
1071	What type of processing issue led to the recall of smoked trout?
1071	Is there any information available about the affected product batches or expiration dates?
1071	Were there any reported cases of illness or injury related to consuming the recalled smoked trout?
1071	Can I get a list of countries where the recalled smoked trout was distributed?
1071	What corrective actions were taken by the manufacturer to prevent similar processing issues in the future?
1072	What is the current status of the Spiceway, Rutherglen products that were handled and packaged in an unapproved establishment?
1072	Are there any recalls or withdrawals of chilled chicken parts from the market due to this incident?
1072	Can you provide more information about the establishment where the Spiceway, Rutherglen products were handled and packaged?
1072	What are the potential health risks associated with consuming chilled chicken parts that were handled and packaged in an unapproved establishment?
1072	Are there any similar incidents involving Spiceway, Rutherglen or other companies that have been reported to this application?
1073	What is the current status of the Spiceway, Rutherglen products that were handled and packaged in an unapproved establishment?
1073	Are there any recalls or withdrawals of chilled chicken parts from the market due to this incident?
1073	Can you provide more information about the establishment where the Spiceway, Rutherglen products were handled and packaged?
1073	What are the potential health risks associated with consuming chilled chicken parts that were handled and packaged in an unapproved establishment?
1073	Are there any similar incidents involving Spiceway, Rutherglen or other companies in the meat, egg and dairy products category?
1074	What is the specific milk product that was undeclared in the pork sausages?
1074	Are there any other products from this company that may be affected by this recall?
1074	Can I get a list of countries where these recalled pork sausages were distributed?
1074	How can consumers identify whether they have purchased one of the recalled products?
1074	Is there an investigation underway to determine how this misbranding and undeclared allergen occurred?
1075	What is the reason for recalling Chiquo Dried Apricots Whole due to sulphur dioxide and sulphites?
1075	Are there any other products from Chiquo that contain sulphur dioxide and sulphites?
1075	Can I still consume dried apricots if they don't explicitly mention sulphur dioxide and sulphites on the label?
1075	How can I identify sulphur dioxide and sulphites in food labels to avoid similar incidents?
1075	What are the potential health risks associated with consuming sulphur dioxide and sulphites, especially for individuals with allergies?
1076	What is the exact location where the glass fragment was found in the Homebrand Honey Poppas cereal?
1076	Was the glass fragment detected during production or packaging of the cereal?
1076	Has there been any previous incidents of foreign bodies in Homebrand cereals, including this specific product?
1076	How does the presence of a glass fragment affect the safety and quality of the breakfast cereals category as a whole?
1076	What steps is the manufacturer taking to prevent similar incidents from occurring in the future?
1077	What is the size of the glass fragment found in the Coles Right Start Fruit and Fibre Cereal?
1077	Was the glass fragment detected during production or packaging of the cereal?
1077	Has there been any recall issued by the manufacturer or regulatory authorities for this product?
1077	Can I get more information about the investigation conducted to identify the root cause of the contamination?
1077	Are there any similar incidents reported involving other breakfast cereals from Coles?
1078	What specific steps did the New Mexico firm take to rectify the situation and ensure future compliance with inspection regulations?
1078	Were any consumer complaints or illnesses reported as a result of consuming the misbranded beef jerky products?
1078	Can you provide more information on the undeclared allergens present in the recalled beef jerky products?
1078	How does this recall impact the overall safety and trustworthiness of dried meat products in the US market?
1078	What measures can consumers take to identify and avoid similar misbranded or uninspected food products?
1079	What is the size and shape of the glass fragment found in the Woolworths Homebrand Honey Poppas breakfast cereal?
1079	Was the glass fragment detected during routine quality control checks or was it reported by a consumer?
1079	Can you provide more information about the packaging of the affected product, including any potential weaknesses that may have contributed to the presence of the foreign body?
1079	Has Woolworths issued a recall notice for the Homebrand Honey Poppas breakfast cereal due to this incident?
1079	What steps is Woolworths taking to prevent similar incidents involving glass fragments in their breakfast cereals?
1080	What is the nature of the hazard found in Coles Right Start Fruit and Fibre 600g Breakfast Cereal?
1080	Is it possible that the glass fragment was introduced during the manufacturing process or packaging stage?
1080	Has there been any recall issued by the manufacturer or regulatory authorities regarding this product?
1080	Can I get more information about the specific batch of Coles Right Start Fruit and Fibre 600g Breakfast Cereal that contained the glass fragment?
1080	Are there any similar incidents reported involving other breakfast cereal products from Coles Supermarkets?
1081	What is the reason for the recall of Sealtest and Mac's brand Chocolate Milk?
1081	Is there a risk to consumer health due to spoilage of dairy products like chocolate milk?
1081	Can you provide more information about the organoleptic aspects that led to this recall?
1081	Are other dairy products from Sealtest and Mac's also affected by this recall?
1081	What are the steps being taken by the manufacturer to prevent similar incidents in the future?
1082	What is the nature of the allergen (milk and products thereof) found in the Fushi Total Probiotic recall?
1082	Is there any information available about the potential health risks associated with consuming this probiotic food supplement due to the milk allergen?
1082	Can you provide a list of countries where the recalled product was distributed or sold?
1082	What are the recommended steps for consumers who have purchased and consumed the Fushi Total Probiotic supplement before the recall?
1082	Are there any similar recalls related to dietetic foods, food supplements, or fortified foods that contain milk allergens?
1083	What is the specific reason for the recall of beef products by the Texas Firm?
1083	Are there any reported cases of E. coli O157:H7 illness associated with this recall?
1083	Can I still consume beef products from other firms, or are all beef products affected?
1083	How can consumers identify and avoid purchasing the recalled beef products?
1083	What is the estimated number of contaminated beef products that were distributed to stores?
1084	What is the exact nature of the inspection issues that led to the recall?
1084	Are there any specific batches or production dates associated with the recalled beef jerky products?
1084	Has the FDA taken any action against the New Mexico firm responsible for the recall?
1084	How does this recall affect consumers who have already purchased and consumed the affected beef jerky products?
1084	What measures can I take to ensure that I am not purchasing or consuming similar mislabeled or uninspected meat products in the future?
1085	What is the specific type of nut product that contains peanuts?
1085	Is there a risk of cross-contamination with other products in the same production line?
1085	Has Woolworths Ltd taken any corrective actions to address this hazard?
1085	Are there any similar incidents involving peanuts or peanut products reported by Woolworths Ltd in the past?
1085	What is the current status of the product recall process for Macro Almond, Brazil and Cashew Spread?
1086	What was the nature of the foreign bodies found in the ground beef chub?
1086	Was there any information about the size or shape of the foreign bodies detected?
1086	Did the recall notification report mention any specific steps taken by the manufacturer to address the issue?
1086	Were there any reports of consumer complaints related to this incident before the recall was initiated?
1086	Is it possible to view a copy of the original recall notification document for further reference?
1087	What is the current status of the recall for Fresh Fodder Pty Ltd's Blue Cheese & Pistachio Dip?
1087	Are there any reported cases of salmonella illness associated with this product?
1087	Can you provide more information about the production date range and batch numbers affected by this incident?
1087	Is it safe to consume blue cheese products from other manufacturers, or are they also at risk for salmonella contamination?
1087	What steps can consumers take to minimize their risk of getting sick from contaminated dairy products like blue cheese?
1088	What specific pork products were recalled by the California firm?
1088	Can you provide more information about the inspection issues that led to the recall?
1088	Was the recall related to any other food safety incidents involving this company or similar products?
1088	How can consumers identify and avoid purchasing these recalled pork products?
1088	Are there any updates on whether the company has taken corrective actions to prevent future inspection-related recalls?
1089	What is the specific type of soybean product that was found in the IKEA pasta?
1089	Is it possible to identify which batch or production run of the pasta contained the soybean hazard?
1089	Were any other products from IKEA's pasta line also contaminated with soybeans?
1089	Can I see a list of all food-incident records related to soybeans and pasta products?
1089	Has there been any recall or warning issued by regulatory authorities regarding this specific product?
1090	What specific inspection issues led to the recall of these beef jerky products?
1090	Are there any similar recalls or incidents involving dried meat products from New Mexico firms?
1090	How does this recall affect consumers who have already purchased and consumed the affected beef jerky products?
1090	Can you provide more information about the firm's production processes that were not inspected?
1090	What steps is the regulatory agency taking to ensure that all food products are properly inspected in the future?
1091	What is the specific type of metal fragment that was found in the ground beef product?
1091	Is there a risk assessment available for consumers who may have consumed the recalled ground beef product?
1091	Can you provide more information on the production date range and lot numbers affected by this recall?
1091	How does this recall impact food establishments that use the recalled ground beef product in their menu items?
1091	Are there any similar recalls of ground beef products due to foreign matter contamination in recent years?
1092	What is the specific nature of the processing flaw that led to the recall?
1092	Are there any reported cases of illness or adverse reactions associated with consuming these beef products?
1092	Can you provide more information about the California firm responsible for the recalled beef products?
1092	How will consumers be notified about this recall, and what steps should they take if they have purchased affected products?
1092	What measures is the regulatory agency taking to prevent similar processing flaws in the future?
1093	What is the specific product name that contains undeclared soy?
1093	Is there a risk of cross-contamination with other products in the same production line?
1093	Can you provide more information about the Maple Leaf Spices brand and their quality control measures?
1093	How can consumers who have purchased this product be notified about the recall?
1093	Are there any similar incidents involving soy undeclared in herbs and spices?
1094	What is the nature of the spoilage that led to the recall?
1094	Are there any reported cases of consumer illness or injury related to consuming these milk products?
1094	Can you provide more information about Agropur Coopérative's quality control procedures prior to this incident?
1094	How does this recall affect the overall supply chain and distribution of dairy products in the region?
1094	What steps is Agropur Coopérative taking to prevent similar incidents from occurring in the future?
