id	question
236	Has Hong Australia Corp Pty Ltd taken any corrective actions to address this incident and ensure the safety of their products?
236	Are there any similar incidents reported involving the same company or product category (non-alcoholic beverages) that I should be aware of?
236	Can you provide more details about the regulatory agency responsible for investigating this incident and what actions they have taken?
237	What is the nature of the 'other not classified biological hazards' found in the Angelakis Brothers—Pacific Red—Frozen Whole Cooked Vannamei Prawn?
237	Is there any information on how the prawns were handled and stored before the incident to determine if that contributed to the hazard?
237	Were any recalls issued for this specific product or batch, and if so, what was the scope of the recall?
237	Can you provide more context about the Angelakis Brothers company, such as their reputation in the industry and compliance history?
237	Are there similar incidents involving frozen seafood products that have been reported to your application?
238	What is the current status of the recall for these tofu products?
238	Are there any reported cases of illness associated with consuming these contaminated tofu products?
238	Can you provide more information about the Escherichia coli (E. coli) strain involved in this incident?
238	Have any of the affected tofu products been distributed to schools or other high-risk settings?
238	Is there a risk assessment available for consumers who have already purchased and consumed these contaminated tofu products?
239	What was the nature of the taste disturbance reported for the raw milk product?
239	Were there any other products from Parmalat Foods Australia Pty Ltd. that were affected by this incident?
239	Can you provide more information about the organoleptic aspects of the hazard?
239	Was the raw milk product recalled due to this incident, and if so, what was the scope of the recall?
239	Are there any similar incidents reported for other dairy products or companies in Australia?
240	What type of toxin was detected in the Trata Brand Anchovy Fillets in Sunflower Oil?
240	Was there a recall issued for this product due to the chemical hazard?
240	Can you provide more information about Marco Polo Foods Pty Ltd, the company responsible for producing this contaminated product?
240	What is the typical shelf life of anchovies in oil, and could the toxin have been present due to improper storage or handling?
240	Are there any similar incidents involving seafood products contaminated with toxins that I should be aware of?
241	What is the current status of the recall for Pavlova Pantry—Lamingtons?
241	Has there been any update on the root cause analysis for the Listeria monocytogenes contamination in cakes?
241	Can you provide more information about the product categories that are most commonly associated with Listeria monocytogenes outbreaks?
241	Are there any similar incidents of Listeria monocytogenes contamination in cereals and bakery products reported in other countries?
241	What is the typical shelf life for Lamingtons to ensure they remain safe from Listeria monocytogenes contamination?
240	What is the nature of the chemical toxin found in Marco Polo Foods Pty Ltd's Trata Brand Anchovy Fillets in Sunflower Oil?
240	Is there any information available on how the anchovies were processed and stored before being packaged in sunflower oil?
240	Has there been a recall issued for this product by regulatory authorities, such as FSANZ or local health departments?
240	What are the potential health risks associated with consuming Trata Brand Anchovy Fillets in Sunflower Oil contaminated with toxin?
240	Are there any similar incidents of chemical contamination reported in seafood products packaged in sunflower oil?
241	What is the current status of the recall for Pavlova Pantry—Lamingtons?
241	Are there any reported cases of illness associated with consuming Lamingtons contaminated with Listeria monocytogenes?
241	Has the manufacturer, Pavlova Pantry, implemented corrective actions to prevent future contamination incidents?
241	What are the recommended storage and handling procedures for cakes that may have been exposed to the recalled Lamingtons?
241	Can I get a list of all products that were manufactured in the same facility as the contaminated Lamingtons?
242	What type of biological hazard was detected in the Aroy-D Mussaman curry soup product?
242	Is it possible that the other not classified biological hazards were introduced during the cooking process for ready to eat meals?
242	Can you provide more information about the T & D Trading Co Pty Ltd company and their food safety practices?
242	What steps have been taken by regulatory authorities to investigate and address this incident?
242	Are there any similar incidents of other not classified biological hazards in prepared dishes and snacks products?
243	What is the nature of the plastic fragment found in the Vogels Fruit and Nut Bread from Gold Coast Bakery Queensland Pty Ltd?
243	Has there been any previous incident reports involving foreign bodies in cereals and bakery products from this manufacturer?
243	Can you provide more information about the batch number or production date of the affected bread product?
243	What is the current status of the investigation into this incident, and are any recalls or warnings issued to consumers?
243	Are there any similar incidents reported involving Vogels Fruit and Nut Bread or other products from Gold Coast Bakery Queensland Pty Ltd?
244	What is the nature of the 'other not classified biological hazards' found in Loong Heed Instant Tai Pla Paste?
244	Is it possible that consumers who have already purchased and consumed this product may be at risk of foodborne illness?
244	Can you provide more information about the company, T & D Trading Co Pty Ltd, including their address and contact details?
244	What are the typical symptoms of food poisoning caused by 'other not classified biological hazards' in ready-to-eat cooked meals like Loong Heed Instant Tai Pla Paste?
244	Are there any specific guidelines or recommendations for handling and disposal of this product to prevent further contamination?
245	What is the nature of the hazard associated with Coles—Farmland Tropical Muesli (750g)?
245	Is there a specific type of product that contains peanuts and products thereof, which could be contaminated?
245	What is the typical serving size or portion of Coles—Farmland Tropical Muesli (750g) that might contain peanuts?
245	Are there any other products in the cereals and bakery products category that have been recalled due to peanut contamination?
245	What are the recommended steps for consumers who may have ingested Coles—Farmland Tropical Muesli (750g) containing peanuts?
246	What is the specific reason for the presence of peanuts and products thereof in Uncle Tobys—Plus Sultanas 'n Bran?
246	How does the product category 'fruits and vegetables' relate to the hazard of peanuts and products thereof?
246	Are there any other food products that have been recalled or involved in incidents due to similar contamination issues with raisins?
246	What is the typical shelf life for Uncle Tobys—Plus Sultanas 'n Bran, and could this factor into the likelihood of contamination?
246	Have there been any reported cases of allergic reactions or adverse health effects associated with consuming Uncle Tobys—Plus Sultanas 'n Bran?
247	What is the exact nature of the contamination found in Marks & Spencer's own-brand cake products?
247	Are there any reported cases of consumers experiencing physical harm or illness due to consuming these contaminated cakes?
247	What is the estimated number of affected cake products that were sold by Marks & Spencer before the recall was issued?
247	Has Marks & Spencer provided any information on how the coloured plastic strands ended up in their cake products?
247	Are there any similar incidents of food contamination with foreign bodies (e.g. plastic fragments) reported for other bakery products or brands?
248	What was the specific reason for the recall of ham products by MO Firm on Dec 1, 2005?
248	Were any other types of meat, egg and dairy products also recalled due to Listeria monocytogenes contamination?
248	Can you provide more information about the Listeria monocytogenes outbreak that led to this recall?
248	What were the consequences for MO Firm as a result of this food safety incident?
248	Are there any similar recalls or incidents involving ham products and Listeria monocytogenes in the past?
249	What is the current status of the recall for Conroy's Smallgoods sausage products?
249	Are there any specific storage or handling instructions I should follow to prevent contamination with Listeria monocytogenes?
249	Can you provide more information about the affected product categories, specifically what types of smallgoods are included in this recall?
249	How can consumers identify whether they have purchased a recalled sausage product from Foodland stores?
249	Are there any similar incidents involving Conroy's Smallgoods or other food manufacturers that I should be aware of?
250	What is the nature of the labelling/misdescription issue reported for Coles—Premium Fruit Mince Pie 4 Pack?
250	Was there any evidence of intentional deception or misrepresentation by the manufacturer or distributor?
250	How does this incident relate to previous reports of similar issues with other products in the cereals and bakery products category?
250	What steps has Coles taken to address the labelling/misdescription issue and ensure compliance with regulatory requirements?
250	Are there any ongoing investigations or recalls related to this product, and if so, what are their current statuses?
251	What is the nature of the allergen (almond) found in the Coles Myer Limited—Farmland Tropical Muesli product?
251	Is there any information available on the quantity or concentration of almond present in this muesli product?
251	Can you provide details about the potential health risks associated with consuming this muesli product for individuals with almond allergies?
251	Are there any similar food products from Coles Myer Limited that also contain almonds, which could pose a risk to consumers with almond allergies?
251	What steps has Coles Myer Limited taken to address and rectify the issue of almond presence in their Tropical Muesli product?
252	What is the nature of the metal fragment found in the Bulla Dairy Foods—Bulla , Farmland & Homebrand Brand Names—Low Fat Cottage Cheese product?
252	Are there any other products from the same manufacturer that have been recalled due to similar foreign body hazards?
252	How does this incident affect consumers who are lactose intolerant or have dairy allergies?
252	What steps is the manufacturer taking to prevent future incidents of metal fragments in their cottage cheese products?
252	Has there been an investigation into how the metal fragment ended up in the product, and what measures will be taken to ensure quality control?
253	What is the current status of the recall for Parilla Fresh Alfalfa sprouts?
253	Are there any reported cases of salmonella illness linked to consumption of Action brand Alfalfa sprouts?
253	Can you provide more information about the source and origin of the contaminated alfalfa sprouts?
253	How can I identify whether I have purchased or consumed contaminated alfalfa sprouts from Woolworths or Action brands?
253	What are the recommended steps for consumers who may have handled or eaten contaminated alfalfa sprouts?
254	What is the estimated quantity of raspberries affected by the glass fragment?
254	Were any consumer complaints or illnesses reported due to consumption of the contaminated raspberries?
254	Has the manufacturer taken steps to recall the affected product and prevent future contamination incidents?
254	Can you provide more information about the origin and handling practices that led to the presence of a glass fragment in the raspberry conserve?
254	Are there any similar incidents of foreign bodies being found in fruit or vegetable products from this manufacturer?
255	What is the correct labelling information for Marks & Spencer's own-brand 3 Bean & Spinach Salad with Chive Dressing?
255	Are soybeans and products thereof a common allergen in salads like this one?
255	Has there been any previous recalls of Marks & Spencer products due to incorrect labelling?
255	What is the process for reporting food hazards like this incident to regulatory authorities?
255	How can I, as a consumer, be sure that the salad I buy from Marks & Spencer has accurate and safe labelling?
256	What is the nature of the biological hazard (yeasts) found in the wine product?
256	Is there any information available about the potential health risks associated with consuming this contaminated wine?
256	How was the contamination by yeasts detected and reported to the authorities?
256	Are there any similar incidents of yeast contamination in other wine products from Pernod Ricard Pacific Pty Ltd?
256	What corrective actions have been taken or are planned by the manufacturer to prevent future occurrences of yeast contamination?
257	What is the current status of the recall for Parilla—Fresh and Woolworths brand Alfalfa Sprouts?
257	Are there any reported cases of salmonella illness associated with consuming these alfalfa sprouts?
257	Can you provide more information about the source of the contaminated alfalfa sprouts?
257	How can I identify whether the alfalfa sprouts in my fridge are part of this recall?
257	Have there been any updates to the product category or hazard category for this incident?
258	What is the current status of the recall for Country Valley—Classic Cream (minimum 35% fat) due to E. coli contamination?
258	Are there any reported cases of illness associated with consuming Country Valley—Classic Cream (minimum 35% fat)?
258	Can you provide more information about the production facility where Country Valley—Classic Cream (minimum 35% fat) was manufactured?
258	Is it safe for consumers to consume other dairy products from the same manufacturer as Country Valley—Classic Cream (minimum 35% fat)?
258	What steps has the regulatory agency taken to investigate and address the E. coli contamination in Country Valley—Classic Cream (minimum 35% fat)?
259	What was the size and shape of the metal fragment found in the minced pork?
259	Was the metal fragment a result of a manufacturing defect or an external contamination?
259	Has Woolworths Supermarkets recalled any other products from this supplier due to similar incidents?
259	What steps is the regulatory agency taking to ensure that all pork mince products are thoroughly inspected for metal fragments?
259	Are there any recommendations or guidelines provided by the food safety authorities for consumers on how to identify and report similar incidents in the future?
260	What is the nature of the foreign bodies found in Top Taste cakes?
260	Were any other products from the same batch or production run also affected by the foreign body contamination?
260	Has there been any previous incident of foreign body contamination with Top Taste cakes or their ingredients?
260	Can you provide more information about the type of cake that was contaminated (e.g. flavor, size, packaging)?
260	What is the current status of the product recall and removal from store shelves?
261	What is the current status of the recall for Tibaldi Smallgoods—Loin Capocollo mild?
261	Are there any reported cases of salmonella illness associated with this product?
261	Can you provide more information about the manufacturing process and handling procedures that led to the contamination?
261	How does the presence of salmonella in pork fillets affect the shelf life of the product?
261	Is it safe for consumers who have already consumed Tibaldi Smallgoods—Loin Capocollo mild to seek medical attention?
262	What is the nature of the plastic fragment found in the Farmland Apple Oven Baked Fruit Bars?
262	Is there any information available about how the plastic fragment ended up in the product?
262	Can you provide more details about the Coles Myer Ltd recall process for this product?
262	Were any other products from Coles Myer Ltd or Farmland affected by this incident?
262	What steps can consumers take to identify and report similar incidents with their own food products?
263	What is the current status of the recall for Buona Pasta Beef Ravioli and Ravioli Da Brodo?
263	Are there any reported cases of salmonella illness associated with this product?
263	Can you provide more information about the supplier, J&F Corbo Pty Ltd, and their food safety practices?
263	Has the affected product been removed from sale in all states or countries where it was distributed?
263	What are the recommended steps for consumers who may have purchased Buona Pasta Beef Ravioli and Ravioli Da Brodo?
264	What is the nature of the plastic fragment found in the ham product?
264	Has Coles Myers Pty Ltd recalled any other products due to foreign bodies in the past?
264	Is there a risk assessment available for this incident that I can review?
264	Can you provide more information about the Savings Luncheon Ham and Chicken Meat product, such as its packaging and distribution channels?
264	What steps is the regulatory agency taking to ensure that similar incidents do not occur in the future?
265	What is the exact nature of the metal contamination found in the Go Ahead! brand Crispy Fruit Slices and Yoghurt Breaks?
265	Are there any reported cases of consumers actually finding metal fragments in their purchased products?
265	Can you provide more information on the batches of Go Ahead! brand Crispy Fruit Slices and Yoghurt Breaks that are being recalled?
265	Is United Biscuits taking any additional steps to ensure the quality control of its confectionery products, aside from this recall?
265	How can consumers who have purchased affected products get in touch with United Biscuits or a relevant authority for assistance?
266	What is the nature of the microbiological contamination found in the Always Fresh Baby Clams?
266	Are there any similar incidents reported for Riviana Foods Pty Ltd or their Always Fresh brand?
266	How does this incident affect the overall safety and quality of clams as a seafood product category?
266	Can you provide more information about the tin can packaging used for the 200g Always Fresh Baby Clams, considering its potential role in the contamination?
266	What are the recommended steps for consumers who may have purchased or consumed the contaminated Always Fresh Baby Clams?
267	What was the specific reason for recalling cheese sausages on May 25, 2006?
267	Are there any other products that contain milk and its by-products which were also recalled on this date?
267	Can you provide more information about the firm that initiated the recall of cheese sausages?
267	Were there any reported cases of allergic reactions or illnesses related to consuming these cheese sausages?
267	Is it possible to view a list of all products and firms involved in recalls due to allergens on this date?
268	What is the current status of the recall for Darling Downs Foods Pty Ltd's Selected KR Castlemaine products?
268	Are there any reported cases of enterovirus illness associated with consuming ham from Darling Downs Foods Pty Ltd?
268	Can you provide more information on the potential health risks associated with enteroviruses in meat products like ham?
268	Has Darling Downs Foods Pty Ltd taken corrective actions to prevent future contamination incidents involving enteroviruses?
268	Are there any similar food safety incidents reported for other companies that produce ham or other meat, egg and dairy products?
269	What is the nature of the microbiological contamination found in McVitie's The Original Digestive biscuits?
269	Is there any information available about the source of the contamination (e.g. ingredient supplier, manufacturing process)?
269	Were any recalls or product withdrawals issued as a result of this incident?
269	Can you provide more details on the risk assessment that was conducted to determine the severity of the hazard?
269	Are there any similar incidents involving microbiological contamination in biscuits or other baked goods products?
270	What was the specific cause of spoilage in the Maggi Liquid Cooking Sauce?
270	How did Nestlé detect the spoilage issue with their product?
270	Was the spoilage related to a contamination or a manufacturing process error?
270	Did the spoilage affect the taste, texture, or smell of the cooking sauce?
270	Has Nestlé recalled any batches of Maggi Liquid Cooking Sauce due to this incident?
271	What is the nature of the fraud involved in the labelling/misdescription of Horlicks drink powder?
271	How does the mislabelling of milk powder as a meat, egg and dairy product affect consumer safety?
271	Was any action taken against Wah Lien Trading Pty Ltd following this incident?
271	Can you provide more information about the investigation into this incident?
271	What measures can consumers take to protect themselves from similar incidents in the future?
272	What is the nature of the metal fragment found in Sunbeam brand dried fruits?
272	Are there any similar incidents reported involving Sunbeam Foods Pty Ltd or their products?
272	How does this incident affect consumers who have purchased Sunbeam brand dried fruits from Angas Park?
272	Can you provide more information about the product category 'fruits and vegetables' and how it relates to this incident?
272	What steps is Sunbeam Foods Pty Ltd taking to rectify the situation and prevent future occurrences?
273	What is the specific allergen present in Ricky's BBQ flavoured Rice Crackers?
273	Are there any other products from Australian Discount Retail that contain gluten?
273	Can you provide more information about the product category 'cereals and bakery products'?
273	How does this incident relate to food safety regulations for allergens in Australia?
273	What are the potential health risks associated with consuming Ricky's BBQ flavoured Rice Crackers for individuals with celiac disease or gluten intolerance?
274	What is the specific allergen present in the Black & Gold Choc sultanas product?
274	Is there any information available about the production date or batch number of the affected product?
274	How does this incident relate to other reported cases of peanut contamination in confectionery products?
274	Can I access a list of all food-incident records related to peanuts and their products?
274	Are there any recalls or warnings issued by regulatory authorities as a result of this incident?
275	What is the exact nature of the insect infestation found in the Quaker Oats product?
275	Has there been any recall or withdrawal of similar oat products from other manufacturers due to insect contamination?
275	Are moth pupae and larvae considered a high-risk food hazard, and what are the potential health consequences for consumers who ingest them?
